Page,Status,Priority,Complexity,Notes
Standards\Rules\RulesToBetterOLAPClients.aspx,Archived,2,0,
Standards\Rules\RulesToBetterProjectManagementWithTFS.aspx,Archived,2,0,
Standards\Rules\RulesToBetterProjectManagerMethodology.aspx,Archived,2,0,
Standards\Rules\RulesToBetterRegularExpressions.aspx,Archived,2,0,
Standards\Rules\RulesToBetterReportingSolutions.aspx,Archived,2,0,
Standards\Rules\RulesToBetterSetups.aspx,Archived,2,0,
Standards\Rules\RulesToBetterSQLReportingServices.aspx,Archived,2,0,
Standards\Rules\RulesToBetterSSWProducts.aspx,Archived,2,0,
Standards\Rules\RulestoBetterVB6MigrationtoDotNET.aspx,Archived,2,0,
Standards\Rules\RulesToBetterVirtualPCs.aspx,Archived,2,0,
Standards\Rules\RulesToBetterVistaCompatibilities.aspx,Archived,2,0,
Standards\Rules\RulesToBetterWebsitesOnlineTransactions.aspx,Archived,2,0,
Standards\Rules\RulesToBetterWindows2003.aspx,Archived,2,0,
Standards\Rules\RulesToBetterWindows7Deployment.aspx,Archived,2,0,
Standards\Rules\RulesToBetterWindows8Deployment.aspx,Archived,2,0,
Standards\Rules\RulesToBetterWindowsForms.aspx,Archived,2,0,
Standards\Rules\RulesToBetterWindowsFormsClickOnce.aspx,Archived,2,0,
Standards\Rules\RulestoBetterWindowsVistaDeployment.aspx,Archived,2,0,
Standards\Rules\RulesToUpsizingAccess.aspx,Archived,2,0,
Standards\Rules\Training.aspx,Archived,2,0,
Standards\Rules\UsingGoogleCalendar.aspx,Archived,2,0,
Standards\Rules\RulesToBeingSoftwareConsultantsDealingWithClients.aspx,Redirect,4,0,
Standards\Rules\RulesToBeingSoftwareConsultantsWorkingInATeam.aspx,Redirect,4,0,
Standards\Rules\RulestoBetterAccessDatabases.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterAccessUI.aspx,Redirect,4,0,
Standards\Rules\RulestoBetterAccounting.aspx,Redirect,4,0,
Standards\Rules\RulestoBetterBlogs.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterCars.aspx,Redirect,4,0,
Standards\Rules\RulestoBetterCode.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterDotNetProjects.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterEmail.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterErrorHandling.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterFirefox.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterGoogleRankings.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInboundCalls.aspx,Redirect,4,0,
Standards\Rules\RulestoBetterInstantMessenger.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInterfaces-Controls.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInterfaces-Forms.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInterfaces-General.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInterfaces-Mobile.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInterfaces-Popups-and-Messages.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInterfaces-Reports.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInterfaces-WinApp.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInterfaces-Windows-Applications.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInterfaces-Wizard.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterInterfaces.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterLINQ.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterMarketing.aspx,Redirect,4,0,
Standards\Rules\RulestoBetterMicrosoftCRM.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterNetworks.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterOutboundCalls.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterOutsourcing.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterPA.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterPowerpointPresentations.aspx,Redirect,4,0,
Standards\Rules\RulestoBetterProjectManagement.aspx,Redirect,4,0,
Standards\Rules\RulestoBetterProposals.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterSharePoint.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterSitefinity.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterSourceControl.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterSourceControlWithTFS.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterSQLServerDatabases.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterTechnicalDocumentation.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterTimesheets.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterUnitTests.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterWebsitesAdministration.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterWebsitesDevelopment.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterWebsitesLayout.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterWebsitesMarketing.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterWebsitesNavigation.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterWebsitesTuningAndMaintenance.aspx,Redirect,4,0,
Standards\Rules\RulesToBetterWPFSilverlight.aspx,Redirect,4,0,
Standards\Rules\RulesToBookingBetterFlights.aspx,Redirect,4,0,
Standards\Rules\RulestoHappyClients.aspx,Redirect,4,0,
Standards\Rules\RulestoManagingSoftwareConsultants.aspx,Redirect,4,0,
Standards\Rules\RulestoSuccessfulProjectManagement.aspx,Redirect,4,0,
Standards\Rules\RulestoSuccessfulProjects.aspx,Redirect,4,0,
Standards\Rules\RulestoSuccessfulSalesAccountManagement.aspx,Redirect,4,0,
Standards\Rules\Default.aspx,Done,1,0,
Standards\Rules\RulesToBetterBranding.aspx,Done,1,0,
Standards\Rules\RulesToBetterDevelopers.aspx,Done,1,0,
Standards\Rules\RulesToBetterInterfaces-Data.aspx,Done,1,0,
Standards\Rules\RulesToBetterTeamMembers.aspx,Done,1,0,
Standards\Rules\RulestoBetterTeams.aspx,Done,1,0,
Standards\Rules\RulesToBetterWebsitesContent.aspx,Done,1,0,
Standards\Rules\RulesToBetterWebsitesGraphics.aspx,Done,1,0,
Standards\SSWLogo\Default.aspx,Archived,2,0,
Standards\Support\BugReportOrEnhancement.aspx,Archived,2,0,
Standards\Support\RemoteSupportSampleScript.aspx,Archived,2,0,
Standards\Support\RemoteSupportViaCopilot.aspx,Archived,2,0,
Standards\Support\RemoteSupportViaNetMeeting.aspx,Archived,2,0,
Standards\Support\RemoteSupportViaTeamViewer.aspx,Archived,2,0,
Standards\Support\RemoteSupportViaUltraVNC.aspx,Archived,2,0,
Standards\Support\Default.aspx,Done,1,0,
Standards\Support\RemoteSupportViaMSN.aspx,Done,1,0,
Standards\Templates\SSWGoogleReportTemplate.aspx,Archived,2,0,
Standards\Templates\Default.aspx,Done,1,0,
Standards\Templates\SSWWebTemplate.aspx,Done,1,0,
Standards\WiseSetup\ReleasingAVersion.aspx,Archived,2,0,
Standards\WiseSetup\UserGuide.aspx,Archived,2,0,
Standards\WiseSetup\WiseStandards.aspx,Archived,2,0,
Standards\WiseSetup\Default.aspx,Done,1,0,
Standards\AdventureWorksSamples.aspx,Archived,2,0,
Standards\Default.aspx,Archived,2,0,
Standards\Training.aspx,Archived,2,0,
StandardsInternal\ComputerSetup\SettingUpVPN.aspx,To-do,4,2,
StandardsInternal\ComputerSetup\SSWCRMInstruction.aspx,To-do,4,2,
StandardsInternal\ComputerSetup\SSWCRMUpAndRunning_CRM2011.aspx,To-do,4,2,
StandardsInternal\ComputerSetup\SSWCRMUpAndRunning_CRM4.aspx,To-do,4,2,
StandardsInternal\ComputerSetup\Windows7DeploymentChangeLog.aspx,To-do,4,2,
StandardsInternal\ComputerSetup\Default.aspx,Done,1,0,
StandardsInternal\DeveloperGeneral\CleaningYourMailbox.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\HowToCheckLinkAuditorReports.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\HowToCleanErrorLogs.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\HowToConductTraining.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\HowToConductUTSTraining.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\HowUnrecognizedVersionsWork.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\HTTPS-guide.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\ProductManagers.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\UpgradeToVS2005AndTFS.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\UsingFTPSync.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\WebMaster_HowToCleanAndResolveErrorLogs.aspx,To-do,4,2,
StandardsInternal\DeveloperGeneral\Default.aspx,Done,1,0,
StandardsInternal\DeveloperNetworkPhone\PhoneSystemSetup.aspx,To-do,4,2,
StandardsInternal\DeveloperNetworkPhone\PhoneSystemUsage.aspx,To-do,4,2,
StandardsInternal\DeveloperProductsHosting\Browse_Plesk_Instructions.aspx,To-do,4,2,
StandardsInternal\DeveloperProductsHosting\DNS\default.aspx,Done,1,0,
StandardsInternal\DeveloperProductsHosting\dotNET_Hosting_Setup.aspx,To-do,4,2,
StandardsInternal\DeveloperProductsHosting\Images\default.aspx,To-do,4,2,
StandardsInternal\DeveloperProductsHosting\default.aspx,Done,1,0,
StandardsInternal\DeveloperSQLServer\HOWTOChangeSSWData2000.aspx,To-do,4,2,
StandardsInternal\DeveloperSQLServer\HOWTOSetupConcurrencyForTheWebSite.aspx,To-do,4,2,
StandardsInternal\DeveloperSQLServer\Default.aspx,Done,1,0,
StandardsInternal\DeveloperVB\Default.aspx,Done,1,0,
StandardsInternal\Employment\accountsassessment.aspx,To-do,4,2,
StandardsInternal\Employment\employmenttest.aspx,To-do,4,2,
StandardsInternal\Employment\SharepointExpertQuestions.aspx,To-do,4,2,
StandardsInternal\Employment\Work_experience_screening_standard.aspx,To-do,4,2,
StandardsInternal\Employment\Default.aspx,Done,1,0,
StandardsInternal\GeneralAdministration\AlarmSystem.aspx,To-do,4,2,
StandardsInternal\Images\IconExperienceCollection\Default.aspx,To-do,4,2,
StandardsInternal\InductionTraining\Default.aspx,To-do,4,2,
StandardsInternal\Marketing\CompanyProfile\default.aspx,Done,1,0,
StandardsInternal\Meetings\MeetingsScheduleAgendas.aspx,To-do,4,2,
StandardsInternal\PrintPage.aspx,To-do,4,2,
StandardsInternal\Registration\Default.aspx,To-do,4,2,
StandardsInternal\Registration\NewRegistrationCreditCard\NewlDownloadProductBeforePurchasePage.aspx,To-do,4,2,
StandardsInternal\Registration\NewRegistrationCreditCard\NewlProductDownloadPage.aspx,To-do,4,2,
StandardsInternal\Registration\NewRegistrationCreditCard\NewPromotionalProductDownloadPage.aspx,To-do,4,2,
StandardsInternal\Registration\NewRegistrationCreditCard\NewTrialProductDownloadPage.aspx,To-do,4,2,
StandardsInternal\Registration\NewRegistrationCreditCard\NewWebRegistrationPage.aspx,To-do,4,2,
StandardsInternal\Registration\ProjectPlan.aspx,To-do,4,2,
StandardsInternal\Registration\RegistrationForDevelopers.aspx,To-do,4,2,
StandardsInternal\VisualBuildProSetup\Default.aspx,To-do,4,2,
StandardsInternal\Default.aspx,Done,1,0,
StandardsInternal\WhereToGoToday.aspx,Done,1,0,
StandardsInternal\_EmployeeTestArea\AdamCogan\SSWWeb.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\AdelHelal\filename.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\AllanZhou\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\AlvinShen\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\AndrewWeaver2\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\AndyTaslim\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\AnneRong\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\AshrafMoollan\about.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\BaoNguyen\aboutme.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\BhanujitPaul\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\BillChen\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\brettanderson\aboutbrett.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\BriteCheng\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\BryanChelliah\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\CameronTownshend\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\CamiloZuluaga\AboutMeCZ.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\ChennekeZhang\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\Chirag Modi\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\ChristopherClarke\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\CindyWang\aboutme.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\ClarenceDang\aboutme.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\DanielRussell\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\DanielRussell\aboutme2.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\DanielRussell\AboutMe3.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\DavidWatts\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\DipanSaha\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\DoniDoni\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\DrewRobson\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\DrewWalker\filename.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\EdBrown\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\EdisonChen\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\EricFang\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\EricPhan\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\EvanLin\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\FelixZhang\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\FrancisJijo\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\Frand Jajo\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\GaryLam\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\GaryLiu\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\GayathriJaya\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\GeoffOrr\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\GerardBeckerleg\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\GlennOsullivan\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\GordonHartley\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\GraciaDaniel\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\GregMcCarthy\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\HelenMoore\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\IanBennett\aboutme.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\Jack Lin\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JamesZhang\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JatinValabjee\profile.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JayWang\About Me.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JeffLI\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JoeBoedijono\aboutme.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JoeTang\aboutme.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JohnLiu\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JonnyTrees\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JosephRoperti\About Me.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JudahCaplan\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\JulianBueno\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\LeiXu2\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\LeiXu2\LeiXuInductionWebStandardsTest.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\LukeChou\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\ManishaPatel\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MarkChen\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MarlonMarescia\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MartenAtaalla\MartenAtaalla.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MartinChafei2\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MarwanChamas\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MashaGildina\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MashaGildina\MashaGildina-AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MaxYao\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MichaelMileos\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MichaelSalameh\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MichelleHunt\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MohsinAli\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\MustafaGhulam\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\NasirAli\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\OliviaNgan\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\PaulStovell\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\PeterGfader\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\PhilipOlsen\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\RebeccaGardiner\AboutMe.aspx.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\RebeccaLiu\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\RonMaman\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\RonnieHaque\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\RyanTee\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\SamAkula\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\ScottFletcher\Aboutme.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\ScottMcPhillips\aboutme.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\SerenaChen\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\SergeyIshutin\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\SriGangichettu\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\StephenBennett\Stephen.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\SumeshGhimire\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\SunithaDesaraju\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\SusanHeins\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\SyedMehdi\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\TerrySu\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\TiagoAraujo\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\TimKremer\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\TimothyWalters\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\ToktamSepehri\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\TristanKurniawan\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\UlyssesMaclaren\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\VuHung\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\WebsiteAutoBuildTest\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\WilliamYin\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\WillyEkasalim\aboutme.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\WilsonWu\AboutMe.aspx,To-do,4,2,
StandardsInternal\_EmployeeTestArea\ZuneVien\AboutMe.aspx,To-do,4,2,
Support\PCAnywhere.aspx,To-do,4,2,
Support\Default.aspx,Done,1,0,
Support\Support.aspx,Done,1,0,
TeamCalendar\Default.aspx,Archived,2,0,
TeamCalendar\howtobooksomeoneformeeting.aspx,Archived,2,0,
TeamCalendar\userguide.aspx,Archived,2,0,
Testimonials\default.aspx,Done,1,0,
Testimonials\ViewAll.aspx,Done,1,0,
Testmockup\default.aspx,To-do,4,2,
ThankyouShare.aspx,To-do,4,2,
TimePRO\Default.aspx,Done,1,0,
TimePRONet\Default.aspx,Done,1,0,
TimePROSmartTags\Default.aspx,To-do,4,2,
TimePROSmartTags\UserGuide.aspx,To-do,4,2,
Training\AccesstoSQLServerandNET.aspx,Archived,2,0,
Training\ALM.aspx,Archived,2,0,
Training\ALMCustomization.aspx,Archived,2,0,
Training\BI-TheGlory.aspx,Archived,2,0,
Training\BI-TheGuts.aspx,Archived,2,0,
Training\BusinessIntelligenceForBusiness.aspx,Archived,2,0,
Training\Expression.aspx,Archived,2,0,
Training\ProcessImprovementForSoftwareTeams.aspx,Archived,2,0,
Training\ReportingServices.aspx,Archived,2,0,
Training\Sessions-Past.aspx,Archived,2,0,
Training\SharePoint.aspx,Archived,2,0,
Training\SharePointUTS.aspx,Archived,2,0,
Training\SQLBI.aspx,Archived,2,0,
Training\SQLServer.aspx,Archived,2,0,
Training\SQLServerBI.aspx,Archived,2,0,
Training\VisualStudio.aspx,Archived,2,0,
Training\BI.aspx,Done,1,0,
Training\BI2010.aspx,Done,1,0,
Training\Courses.aspx,Done,1,0,
Training\Default.aspx,Done,1,0,
Training\PowerSessions.aspx,Done,1,0,
Training\Schedule.aspx,Done,1,0,
Training\Sessions.aspx,Done,1,0,
Training\SharePointForBusiness.aspx,Done,1,0,
Training\Top-8-ways-to-speed-up-SQL-Server.aspx,Done,1,0,
Training\Training.aspx,Done,1,0,
Training\UpcomingTrainingAndEvents.aspx,Done,1,0,
Training\VSTS.aspx,Done,1,0,
Training\VSTSCustomization.aspx,Done,1,0,
Training\Windows-Azure-Webinar.aspx,Done,1,0,
UpsizingPRO\Default.aspx,Archived,2,0,
UpsizingPRO\dtsproblem.aspx,Archived,2,0,
UpsizingPRO\jan02sqlserverprofessional.aspx,Archived,2,0,
UpsizingPRO\Resources.aspx,Archived,2,0,
UpsizingPRO\SQL_Server_Migration_Assistant_Wizard_for_Access.aspx,Archived,2,0,
UpsizingPRO\talesfromthebattlefield.aspx,Archived,2,0,
UpsizingPRO\upsizingdatatypemapping.aspx,Archived,2,0,
UpsizingPRO\UserGuide.aspx,Archived,2,0,
UpsizingPRO\workafter.aspx,Archived,2,0,
UpsizingPRO\workbefore.aspx,Archived,2,0,
Version.aspx,To-do,4,2,
Video\Default.aspx,To-do,4,2,
Video\Why-Choose-SSW.aspx,To-do,4,2,
WebPager\Default.aspx,To-do,4,2,
WebPager\UserGuide.aspx,To-do,4,2,
WisePRO\Default.aspx,Archived,2,0,
zsMaintenance\Default.aspx,To-do,4,2,
zsMaintenance\testimonialmodify.aspx,To-do,4,2,
CRMService.aspx,Done,1,0,
default.aspx,Done,1,0,
SharePointEventsService.aspx,Done,1,0,
SharePointExternalSpeakersService.aspx,Done,1,0,
SSWCustomError404.aspx,Done,1,0,
SSWExceptionTest.aspx,Done,1,0,
ThankYou.aspx,Done,1,0,
